Orthogroup_ID	CAFE_p-value	Gene_Group	Group_function	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0002318	0.048	None	None	HIF prolyl hydroxylase (from API summary)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	rna-NM_001300242.1	FBgn0264785	The gene HIF prolyl hydroxylase is referred to in FlyBase by the symbol Dmel\Hph (CG44015, FBgn0264785). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (3 unique). Gene sequence location is 3R:5257037..5269507. Its molecular function is described by 6 unique terms, many of which group under: catalytic activity; ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; small molecule binding; metal ion binding. It is involved in the biological process described with 6 unique terms, many of which group under: response to oxygen levels; response to hypoxia; response to stress; localization; response to decreased oxygen levels. 45 alleles are reported. The phenotypes of these alleles manifest in: larval tracheal system; terminal tracheal cell; eye; embryonic/larval fat body; border follicle cell. The phenotypic classes of alleles include: lethal; increased mortality during development; phenotype; some die during larval stage.
N0.HOG0002320	0.028	None	None	None	2	1	1	4	1	1	5	2	1	1	1	1	1	1	4	rna-NM_138001.4	FBgn0034924	This gene is referred to in FlyBase by the symbol Dmel\CG17658 (FBgn0034924). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:23895063..23896997. Its molecular function is unknown. The biological processes in which it is involved are not known. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0002345	0.009	None	None	Snurportin (from API summary)	1	4	1	1	1	1	2	1	1	1	4	1	1	2	3	rna-NM_001144405.3	FBgn0259199	The gene Snurportin is referred to in FlyBase by the symbol Dmel\Snup (CG42303, FBgn0259199). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:2652088..2655455. Its molecular function is described by: U1 snRNA binding; U4 snRNA binding; U2 snRNA binding. It is involved in the biological process described with: snRNA import into nucleus. 3 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed within 00-12 hour embryonic stages, during early pupal stages.  This gene is annotated by FlyBase as a dicistronic gene, meaning that some or all of its transcripts encode two or more polypeptide-coding open reading frames (ORFs) , with each ORF assigned to a different gene.  The distribution of RNA-Seq coverage data amongst the different encoded genes cannot be determined.
N0.HOG0002365	0.0	None	None	centromere identifier (from API summary)	1	2	1	2	3	1	1	5	1	1	1	1	3	1	4	rna-NM_079006.4	FBgn0040477	The gene centromere identifier is referred to in FlyBase by the symbol Dmel\cid (CG13329, FBgn0040477). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:13485617..13486631. Its molecular function is described by: protein binding; DNA binding; structural constituent of chromatin; protein heterodimerization activity. It is involved in the biological process described with 7 unique terms, many of which group under: cellular process; kinetochore organization; chromosome segregation; protein-DNA complex assembly; chromosome localization. 44 alleles are reported. The phenotypes of these alleles manifest in: somatic cell; intracellular organelle; segmental subdivision of organ system; larval central nervous system; ganglion mother cell. The phenotypic classes of alleles include: increased mortality during development; abnormal neuroanatomy; increased mortality; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0002393	0.009	Gene Group 3	None	uncharacterized protein(CG6847)	1	1	1	1	1	1	2	1	1	1	4	1	4	1	3	rna-NM_001298468.1	FBgn0030884	This gene is referred to in FlyBase by the symbol Dmel\CG6847 (FBgn0030884). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:17911462..17924163. Its molecular function is described by: lipase activity; triacylglycerol lipase activity. It is involved in the biological process described with: lipid metabolic process; lipid catabolic process. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 12-18 embryonic stages.
N0.HOG0002468	0.012	Gene Group 32	chromatin organization and transcription regulation	hunchback(hb)	1	1	1	1	1	1	1	3	2	1	2	1	4	1	3	rna-NM_169233.2	FBgn0001180	The gene hb transcription factor is referred to in FlyBase by the symbol Dmel\hb (CG9786, FBgn0001180). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:8690980..8697822. Its molecular function is described by: sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding. It is involved in the biological process described with 15 unique terms, many of which group under: anterior/posterior pattern specification; positive regulation of biological process; trunk segmentation; regulation of neurogenesis; head segmentation. 151 alleles are reported. The phenotypes of these alleles manifest in: embryonic abdomen; embryonic/larval neuromuscular junction; cell junction; mitotic domain 1; esophagus. The phenotypic classes of alleles include: phenotype; embryonic/larval segmentation phenotype; increased mortality during development; increased mortality. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed within 00-06 hour embryonic stages.
N0.HOG0002489	0.025	None	None	M-spondin (from API summary)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	rna-NM_001299498.1	FBgn0020269	The gene M-spondin is referred to in FlyBase by the symbol Dmel\mspo (CG10145, FBgn0020269). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:14671396..14713622. Its molecular function is unknown. It is involved in the biological process described with: cell adhesion; regulation of myoblast fusion. 19 alleles are reported. The phenotypes of these alleles manifest in: muscle cell of dorsal acute muscle 1; nucleus. The phenotypic classes of alleles include: fertile; partially lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages, at stages throughout the pupal period.
N0.HOG0002511	0.02	Gene Group 25	glycolysis and early development (and other)	aluminum tubes(alt)	1	1	2	1	1	1	1	1	1	1	1	1	6	2	5	rna-NM_001275750.1	FBgn0038535	The gene aluminum tubes is referred to in FlyBase by the symbol Dmel\alt (CG18212, FBgn0038535). It is a protein_coding_gene from Dmel. It has 8 annotated transcripts and 8 polypeptides (2 unique). Gene sequence location is 3R:17673732..17682515. Its molecular function is unknown. The biological processes in which it is involved are not known. 19 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: partially lethal; viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, during early pupal stages.
N0.HOG0002579	0.0	None	None	LDL receptor protein 1 (from API summary)	1	1	2	1	1	1	4	1	3	1	4	1	1	1	3	rna-NM_001273871.2	FBgn0053087	The gene LDL receptor protein 1 is referred to in FlyBase by the symbol Dmel\LRP1 (CG33087, FBgn0053087). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:8174165..8226438. Its molecular function is described by: low-density lipoprotein particle receptor activity; calcium ion binding. It is involved in the biological process described with: positive regulation of reverse cholesterol transport; regulation of lipid transport; regulation of axon guidance. 22 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages, during late larval stages, during early pupal stages.
N0.HOG0002601	0.037	None	None	Golgin-245 (from API summary)	1	1	1	1	1	1	1	3	1	1	1	1	5	1	4	rna-NM_137943.3	FBgn0034854	The gene Golgin-245 is referred to in FlyBase by the symbol Dmel\Golgin245 (CG3493, FBgn0034854). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:23371360..23377045. Its molecular function is described by: small GTPase binding. It is involved in the biological process described with: Golgi vesicle transport. 11 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-18 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
