Orthogroup_ID	CAFE_p-value	GF_Cluster	Cluster_function	repeat_correlation_slope	repeat_correlation_p-value	GS_correlation_slope	GS_correlation_p-value	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0003818	0.017	None	None	0.011458647165744728	0.27580284421329493	0.0009124414751096096	0.09189623209360175	Cytochrome c oxidase copper chaperone COX11 (from API summary)	1	2	1	1	1	1	1	1	1	1	2	1	4	1	3	rna-NM_164644.3	FBgn0051648	The gene Cytochrome c oxidase copper chaperone COX11 is referred to in FlyBase by the symbol Dmel\Cox11 (CG31648, FBgn0051648). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:5526957..5527854. Its molecular function is described by: copper ion binding. It is involved in the biological process described with: mitochondrial cytochrome c oxidase assembly. 7 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: viable; visible; abnormal flight. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during early larval stages, in adult female stages.
N0.HOG0003949	0.026	Gene Group 36	uncharacterized	0.007075452571048439	0.113472194383395	0.0005447980415059463	0.014014524445484665	uncharacterized protein(CG10139)	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	rna-NM_137132.3	FBgn0033951	This gene is referred to in FlyBase by the symbol Dmel\CG10139 (FBgn0033951). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:14645270..14646344. Its molecular function is described by: . It is involved in the biological process described with: . 7 alleles are reported. The phenotypes of these alleles manifest in: trichogen cell; mesonotum. The phenotypic classes of alleles include: abnormal body color; lethal - all die during P-stage; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-12 hour embryonic stages.
N0.HOG0004409	0.07	Gene Group 26	glycolysis and early development (and other)	-0.01982700904612525	0.1733185577883317	-0.0005740421563075355	0.47254742660724314	Ionotropic receptor 68b(Ir68b)	2	1	1	1	1	1	2	1	4	6	1	1	1	1	5	rna-NM_140291.1	FBgn0036250	The gene Ionotropic receptor 68b is referred to in FlyBase by the symbol Dmel\Ir68b (CG17152, FBgn0036250). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:12125487..12127394. Its molecular function is described by: ligand-gated monoatomic ion channel activity. It is involved in the biological process described with: detection of chemical stimulus. 3 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed during late larval stages, at stages throughout the pupal period, in adult male stages.
N0.HOG0004415	0.017	None	None	-0.001942412752785581	0.8979816594437927	0.00020649965658961627	0.7980398988248026	crossveinless d (from API summary)	1	4	2	1	1	1	6	2	1	1	1	1	1	1	5	rna-NM_169676.2	FBgn0265048	The gene crossveinless d is referred to in FlyBase by the symbol Dmel\cv-d (CG31150, FBgn0265048). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:15844466..15853581. Its molecular function is described by: lipid transporter activity; BMP binding; heparan sulfate proteoglycan binding. It is involved in the biological process described with: positive regulation of BMP signaling pathway; imaginal disc-derived wing vein specification; lipid transport. 26 alleles are reported. The phenotypes of these alleles manifest in: posterior crossvein; wing margin; anterior crossvein. The phenotypic classes of alleles include: fertile; viable; visible.
N0.HOG0004729	0.009	None	None	0.018289779571791304	0.113472194383395	0.0014082825077591991	0.014014524445484665	Myosin binding subunit (from API summary)	1	1	1	1	1	1	1	1	1	1	1	1	1	6	5	rna-NM_001259857.2	FBgn0005536	The gene Myosin binding subunit is referred to in FlyBase by the symbol Dmel\Mbs (CG32156, FBgn0005536). It is a protein_coding_gene from Dmel. It has 18 annotated transcripts and 18 polypeptides (all unique). Gene sequence location is 3L:16051959..16082026. Its molecular function is described by: enzyme inhibitor activity; protein kinase binding; myosin phosphatase regulator activity. It is involved in the biological process described with 8 unique terms, many of which group under: imaginal disc development; tissue development; imaginal disc morphogenesis; regulation of compound eye photoreceptor development; appendage morphogenesis. 52 alleles are reported. The phenotypes of these alleles manifest in: intracellular anatomical structure; cuboidal/columnar epithelium; cytoskeleton; intracellular membraneless organelle; nurse cell ring canal. The phenotypic classes of alleles include: increased mortality; increased mortality during development; phenotype; lethal - all die during embryonic stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed at stages throughout embryogenesis, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.
N0.HOG0005307	0.009	Gene Group 31	chromatin organization and transcription regulation	0.020258137887633424	0.10859183309934152	0.0013533670804830975	0.03701180553730424	uncharacterized protein(CG10366)	1	1	1	1	1	1	1	1	1	2	1	2	4	4	3	rna-NM_136151.3	FBgn0032814	This gene is referred to in FlyBase by the symbol Dmel\CG10366 (FBgn0032814). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:19584235..19586440. Its molecular function is described by: DNA binding; zinc ion binding. It is involved in the biological process described with: positive regulation of transcription by RNA polymerase II. 12 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages, in adult female stages.
N0.HOG0005513	0.009	None	None	0.0	1.0	0.0	1.0	Phosphoglycerate kinase 2 (from API summary)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	rna-NM_134860.3	FBgn0031451	The gene Phosphoglycerate kinase 2 is referred to in FlyBase by the symbol Dmel\Pgk2 (CG9961, FBgn0031451). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2L:2743375..2744934. Its molecular function is described by: ADP binding; phosphoglycerate kinase activity; ATP binding. It is involved in the biological process described with: gluconeogenesis; glycolytic process; canonical glycolysis. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed during late pupal stages, in adult male stages.
N0.HOG0005613	0.036	Gene Group 26	glycolysis and early development (and other)	0.00685818483097024	0.5415239178169466	0.000474334335186461	0.425824777021901	uncharacterized protein(CG32641)	3	1	1	1	1	1	3	1	1	1	2	2	2	2	2	rna-NM_167352.3	FBgn0052641	This gene is referred to in FlyBase by the symbol Dmel\CG32641 (FBgn0052641). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:13184478..13184996. Its molecular function is unknown. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-12 hour embryonic stages, during late larval stages, during early pupal stages, in stages of adults of both sexes.
N0.HOG0005786	0.021	None	None	0.004730304506226575	0.6276792896263474	5.422064827892499e-05	0.9173732180111317	None	1	1	1	1	1	1	3	1	1	2	1	2	2	1	2	rna-NM_132241.2	FBgn0030029	This gene is referred to in FlyBase by the symbol Dmel\CG15343 (FBgn0030029). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:8272324..8273806. Its molecular function is described by: pyridoxamine phosphate oxidase activity; FMN binding. It is involved in the biological process described with: pyridoxal phosphate biosynthetic process; pyridoxine biosynthetic process. 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed during late larval stages, during early pupal stages.
N0.HOG0006000	0.03	None	None	0.020922926998597432	0.022303424179758728	0.0014359495890371664	0.0010837530155069993	None	1	1	1	1	1	1	1	1	1	1	2	1	1	4	3	rna-NM_143494.4	FBgn0260759	This gene is referred to in FlyBase by the symbol Dmel\CG42557 (FBgn0260759). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:29933287..29934587. Its molecular function is described by: . It is involved in the biological process described with: cilium organization. 3 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of moderate expression.  Peak expression observed within 00-18 hour embryonic stages, during late larval stages, at stages throughout the pupal period, in stages of adults of both sexes.  This gene is annotated by FlyBase as a dicistronic gene, meaning that some or all of its transcripts encode two or more polypeptide-coding open reading frames (ORFs) , with each ORF assigned to a different gene.  The distribution of RNA-Seq coverage data amongst the different encoded genes cannot be determined.
N0.HOG0006995	0.0	Gene Group 31	chromatin organization and transcription regulation	0.03433732304265535	0.02012706009062571	0.0022844092291611946	0.0015020460289767116	uncharacterized protein(CG18011)	1	1	1	1	1	1	1	1	1	1	2	1	4	8	7	rna-NM_136715.4	FBgn0033491	This gene is referred to in FlyBase by the symbol Dmel\CG18011 (FBgn0033491). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:10142338..10146206. Its molecular function is described by: RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific. It is involved in the biological process described with: regulation of transcription by RNA polymerase II. 12 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: partially lethal - majority die; viable; some die during pupal stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages, during early pupal stages, in adult female stages.
